,Rok,Miesiąc,avg_time_deszcz,avg_time_snieg,avg_time_deszcz_ze_sniegiem,avg_time_grad,avg_time_mgla,avg_time_zamglenie,avg_time_sadz,avg_time_gololedz,avg_time_zamiec_niska,avg_time_zamiec_wysoka,avg_time_zmetnienie,avg_time_wiatr_10ms,avg_time_wiatr_15ms,avg_time_burza,avg_time_rosa,avg_time_szron
38,1981,8,2.0050237969328397,0.01649920676890534,0.0054468535166578525,0.0007932310946589106,0.6251189846641989,7.3036488630354315,0.01893178212585933,0.0,0.0,0.0037017451084082496,0.5927551560021153,0.329613960867266,0.09074563722897937,0.2836594394500264,4.996404019037546,0.014965626652564781
39,1998,3,1.6311195445920301,1.8623023402909553,0.13592662871600253,0.0025932953826691965,0.8428209993674889,4.363883617963314,0.6240986717267549,0.0017077798861480076,0.17615433270082226,0.6791903858317522,0.30075901328273247,1.055091714104997,0.2862745098039216,0.009424414927261229,0.1454775458570525,2.4936116382036686
40,1961,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1961,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1980,8,1.7793231094658912,0.007191961924907457,0.00031729243786356425,0.000951877313590693,0.9086197778952934,8.462982548915917,0.017345319936541512,0.0,0.0,0.0,0.5138551031200423,0.6355896351136965,0.10639873083024856,0.20830248545742988,5.339185616076149,0.0015864621893178213
43,1990,10,1.4618023553507427,0.05729646697388633,0.0020993343573988735,0.000409626216077829,1.249820788530466,8.819815668202766,0.19969278033794163,0.006810035842293907,0.009267793138760881,0.06077828981054787,1.138709677419355,0.6517153097798258,0.18571428571428572,0.0012800819252432156,3.951920122887865,1.4250384024577576
44,1960,10,,,,,,,,,,,,,,,,
45,1962,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1963,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1964,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2006,6,1.3464814814814814,0.04271604938271606,0.009074074074074073,0.0010493827160493827,0.4701851851851851,1.9520987654320991,0.08790123456790122,0.0038888888888888888,0.0,0.025493827160493827,0.0033950617283950617,0.2793827160493827,0.09518518518518518,0.37808641975308643,3.638148148148148,0.00345679012345679
49,2006,8,3.458124253285543,0.004719235364396655,0.006212664277180405,0.00041816009557945044,0.7741338112305853,4.448984468339308,0.009557945041816009,0.0,0.0,0.0,0.0004778972520908005,0.39868578255675047,0.12927120669056152,0.34390681003584234,3.285782556750299,0.0
50,1972,5,2.948277747402953,0.056150902132312754,0.0060688901038819035,0.010005467468562058,0.7145981410606889,7.476380535811917,0.08124658283214871,0.00541279387643521,0.0014762165117550574,0.00306178239475123,0.6047566976489884,0.37895024603608535,0.11175505740841994,0.28737014762165114,3.332531437944231,0.026462547840349914
51,1984,12,1.3201075268817206,2.4628494623655923,0.039032258064516136,0.0016129032258064516,2.043172043010753,16.353064516129034,0.923763440860215,0.14768817204301074,0.1440322580645161,0.15274193548387094,0.05543010752688171,0.5748387096774192,0.1674193548387097,0.00010752688172043011,0.1089247311827957,4.202311827956989
52,1962,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2003,12,2.804625684723068,1.7397443700547779,0.13444917833231895,0.00779062690200852,1.4069385270846013,10.150821667681068,0.5871576384662204,0.3247108947048083,0.11600730371272067,0.5130858186244674,0.09153986609860013,1.1034083992696289,0.31734631771150335,0.0005477784540474742,0.32501521606816797,2.1757760194765674
54,2006,2,1.0181216931216934,5.948611111111112,0.1677248677248677,0.002976190476190476,1.5748677248677247,14.828439153439152,1.336177248677249,0.4962301587301588,0.5585978835978835,0.5653439153439153,0.10033068783068787,0.5101851851851854,0.1875,0.0,0.00958994708994709,1.0027777777777778
55,1976,6,1.276722222222222,0.03577777777777778,0.004333333333333333,0.00038888888888888887,0.28711111111111115,3.4961666666666664,0.043000000000000003,0.0,0.0,0.00022222222222222223,0.4492777777777777,0.49038888888888893,0.1498888888888889,0.056277777777777774,5.167611111111111,0.01638888888888889
56,1972,9,2.8203954802259887,0.13005649717514123,0.00903954802259887,0.004124293785310734,1.505141242937853,10.309096045197737,0.23598870056497173,0.002655367231638418,0.005649717514124294,0.05423728813559322,0.7078531073446329,0.25474576271186444,0.060564971751412434,0.07519774011299436,6.67683615819209,0.08412429378531075
57,1974,3,0.5501612903225807,0.29139784946236563,0.002795698924731183,0.0001612903225806452,0.5145161290322581,6.151612903225806,0.22763440860215053,0.012741935483870967,0.0049462365591397845,0.10833333333333336,1.8508064516129037,0.6918817204301074,0.12123655913978494,0.01731182795698925,0.7701075268817205,2.153494623655914
58,1967,3,2.617147707979627,0.8518958687040181,0.1753254102999434,0.0015280135823429546,1.1169213355970566,6.862026032823995,0.462818336162988,0.003225806451612903,0.020996038483305036,0.4058856819468024,0.3341822297679683,1.3354838709677415,0.31992076966610083,0.005149971703452179,1.0517826825127334,0.7852857951329937
59,1998,7,2.4924937965260545,0.008746898263027296,0.00347394540942928,0.00012406947890818859,0.629714640198511,3.1233870967741937,0.014330024813895783,0.0018610421836228288,0.0,0.0,0.059925558312655086,0.4172456575682383,0.10086848635235732,0.25812655086848635,3.4091811414392055,0.0
60,2016,11,2.7755263157894734,1.3673684210526318,0.14289473684210524,0.008070175438596491,2.147105263157895,9.192017543859649,0.7218421052631578,0.10149122807017545,0.09675438596491229,0.37078947368421056,0.004122807017543859,0.9618086040386306,0.24293239683933274,0.0004385964912280702,0.7740350877192982,1.3314912280701754
61,2011,10,1.7024046920821114,0.07137829912023459,0.008621700879765397,0.0008797653958944283,1.1963049853372432,7.555542521994134,0.3020527859237537,0.0032258064516129032,0.0021114369501466276,0.09560117302052785,0.04451612903225806,0.41900293255131976,0.11589442815249267,0.005337243401759531,3.664222873900294,0.9086217008797656
62,2019,1,2.1503225806451614,5.216630824372761,0.3407168458781362,0.002078853046594982,1.1402150537634406,10.736344086021505,1.247168458781362,0.16322580645161291,0.5919713261648745,0.722078853046595,0.026953405017921147,1.0133333333333332,0.32157706093189964,0.00035842293906810036,0.004516129032258064,1.0180645161290323
63,2005,11,1.5494444444444446,1.6525925925925922,0.11271604938271605,0.0005555555555555557,1.9969135802469133,14.611790123456787,0.5828395061728394,0.025925925925925925,0.028395061728395062,0.327037037037037,0.31870370370370366,0.5095679012345679,0.1337037037037037,0.00037037037037037035,1.324012345679012,1.3401234567901235
64,1982,1,1.569910100475939,2.9769434161819146,0.13585404547858274,0.010206240084611316,1.4873611845584345,14.767054468535168,1.6448968799576942,0.3530936012691698,1.0274457958751986,0.7279746166049709,0.6527234267583287,1.4223691168693813,0.2611316763617134,5.288207297726071e-05,0.011898466419883659,1.6860920148069807
65,2010,12,0.9661290322580643,7.529749103942653,0.15621266427718042,0.006033452807646356,1.814695340501792,15.245937873357228,1.492831541218638,0.8345878136200717,2.1121863799283154,0.7580645161290324,0.025507765830346474,0.8858422939068101,0.23751493428912784,0.0,0.007706093189964158,0.8538231780167267
66,1966,7,2.144398826979472,0.0025219941348973607,0.0005865102639296188,0.0008211143695014665,0.5604692082111437,6.16774193548387,0.0,0.0,0.0,0.0,0.4034604105571847,0.2982991202346042,0.04950146627565981,0.5316129032258065,4.66,0.0
67,1967,1,1.2521788341822297,4.458460667798529,0.23338992642897566,0.017034521788341826,1.3784380305602715,11.606508205998864,0.703225806451613,0.24510469722693834,0.520486700622524,0.652235427277872,0.19400113186191284,1.1228070175438594,0.2249575551782683,0.0,0.0,0.9955857385398981
68,1994,3,3.173096774193549,1.1326451612903226,0.12935483870967743,0.006064516129032259,1.2468387096774194,6.823612903225808,0.5679354838709678,0.1783870967741935,0.03109677419354839,0.45322580645161276,0.12296774193548386,1.8467741935483868,0.3989677419354838,0.018709677419354837,0.2745806451612903,1.453096774193548
69,1999,7,1.1486972704714642,6.203473945409429e-05,0.0,0.0005583126550868486,0.5582506203473946,2.3450372208436727,0.0,0.0,0.0,0.0,0.040632754342431764,0.2720223325062035,0.06271712158808934,0.49236972704714643,4.57394540942928,0.0
70,2017,1,0.964176570458404,3.5137521222410864,0.15458404074702886,0.0006791171477079796,1.432342954159592,13.188709677419354,1.5346349745331072,0.8042444821731747,0.6378607809847198,0.6469439728353142,0.7426146010186758,0.9623089983022068,0.250848896434635,0.00033955857385398983,0.0,1.46044142614601
71,2011,2,1.4329220779220784,3.681168831168832,0.09441558441558442,0.008441558441558441,0.4933116883116884,10.88935064935065,0.6874025974025973,0.2688961038961039,0.21681818181818183,0.3581818181818181,0.517857142857143,1.0986363636363636,0.22194805194805195,0.00012987012987012987,0.056818181818181816,1.941883116883117
72,1960,12,,,,,,,,,,,,,,,,
73,2010,2,1.0417989417989415,5.115145502645503,0.055820105820105805,0.0011904761904761906,1.5558201058201058,14.563293650793652,1.0002645502645504,0.06474867724867725,0.5794312169312169,0.5816137566137565,0.12294973544973545,0.5456349206349207,0.15019841269841272,0.0,0.017724867724867727,0.5959656084656085
74,2018,12,4.421433691756273,2.6620071684587816,0.23483870967741932,0.00917562724014337,1.4194265232974912,10.318709677419355,0.9820788530465947,0.42301075268817206,0.08494623655913977,0.6039426523297491,0.00810035842293907,0.7159139784946239,0.27412186379928316,7.168458781362007e-05,0.02021505376344086,0.9235842293906811
75,2000,2,2.2303050397877984,1.839787798408488,0.19860742705570292,0.0008620689655172414,0.9658488063660476,6.718501326259946,0.7423740053050395,0.0037135278514588855,0.04681697612732096,0.6658488063660478,0.052519893899204244,1.062002652519894,0.29177718832891253,0.0009283819628647216,0.16147214854111405,1.753846153846154
76,1961,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2007,8,1.2029271206690562,0.0,0.0,0.00035842293906810036,0.6881123058542412,3.54778972520908,0.0,0.0,0.0,0.0,0.005973715651135006,0.27210274790919947,0.04802867383512546,0.35591397849462364,4.8442652329749105,0.0
78,1977,9,2.5549180327868855,0.0751912568306011,0.005846994535519125,0.0017486338797814208,1.000655737704918,8.186120218579235,0.20994535519125684,0.013169398907103827,0.0,0.023224043715846996,0.45612021857923485,0.7478688524590164,0.14273224043715846,0.08508196721311474,4.893497267759562,0.7273224043715847
79,1978,9,4.225737704918032,0.05147540983606556,0.009344262295081967,0.004262295081967213,1.0084699453551913,9.193551912568308,0.1242622950819672,0.005956284153005464,0.002568306010928962,0.02087431693989071,0.16234972677595627,1.0862841530054645,0.2834426229508197,0.04967213114754099,2.7379234972677593,0.0273224043715847
